X,Y,Name,Lat,Lon,Q1 amp,Q1 phase,O1 amp,O1 phase,P1 amp,P1 phase,K1 amp,K1 phase,N2 amp,N2 phase,M2 amp,M2 phase,S2 amp,S2 phase,K2 amp,K2 phase
-90472.8829161472,7956457.38570491,DIP REEF,-18.399999999999999,147.416666666666998,0.029700000000000,120.599997999999999,0.152800000000000,149.990004999999996,0.103800000000000,182.160003999999986,0.348700000000000,186.750000000000000,0.183600000000000,241.850006000000008,0.527400000000000,269.630004999999983,0.308900000000000,247.910003999999986,0.084200000000000,244.300003000000004
-199639.644287884,7939780.66520595,LUCINDA (OFF),-18.516666666666701,146.383333333333013,0.029000000000000,126.489304000000004,0.160500000000000,152.925094999999999,0.099100000000000,184.531403000000012,0.332900000000000,189.136901999999992,0.223700000000000,255.999495999999994,0.690800000000000,278.247100999999986,0.401500000000000,248.532394000000011,0.110000000000000,245.253296000000006
-128501.06392976,7929289.05049076,JOHN BREWER REEF,-18.633333333333301,147.050000000000011,0.037000000000000,136.600006000000008,0.146000000000000,153.500000000000000,0.097000000000000,183.100006000000008,0.332000000000000,190.300003000000004,0.253000000000000,265.500000000000000,0.586000000000000,280.399993999999992,0.348000000000000,246.199996999999996,0.099000000000000,243.399993999999992
-163232.521514604,7911402.90512436,ALBINO ROCK,-18.783333333333299,146.716666666667010,0.022700000000000,126.709998999999996,0.159400000000000,150.130005000000011,0.100500000000000,186.669997999999993,0.338000000000000,191.160003999999986,0.172400000000000,253.309998000000007,0.701800000000000,276.239989999999977,0.400600000000000,256.970001000000025,0.109000000000000,253.300003000000004
-19949.9412082742,7899273.24349299,SHRIMP REEF,-18.933333333333302,148.066666666667004,0.027000000000000,137.919997999999993,0.164300000000000,148.710006999999990,0.100300000000000,182.929992999999996,0.338700000000000,187.970000999999996,0.174600000000000,265.880004999999983,0.574900000000000,275.799987999999985,0.303700000000000,243.910003999999986,0.082900000000000,241.330002000000007
17147.8543258181,7894724.90177483,JAGUAR REEF,-18.983333333333299,148.416666666666998,0.024000000000000,130.839996000000014,0.158300000000000,148.059998000000007,0.087600000000000,176.529999000000004,0.295800000000000,181.529999000000004,0.146600000000000,253.839996000000014,0.549400000000000,271.429993000000024,0.284000000000000,242.660003999999986,0.077600000000000,240.039993000000010
-149053.101339816,7859963.2123079,TOWNSVILLE,-19.250000000000000,146.833333333333002,0.029600000000000,126.731696999999997,0.163800000000000,152.165404999999993,0.100400000000000,183.183303999999993,0.338900000000000,188.142593000000005,0.237400000000000,255.763000000000005,0.741800000000000,278.091613999999993,0.426800000000000,247.612594999999999,0.116900000000000,245.114699999999999
-126055.261409093,7857059.45799769,CAPE FERGUSON,-19.283333333333299,147.050000000000011,0.028700000000000,126.205498000000006,0.162100000000000,151.255905000000013,0.099600000000000,181.500107000000014,0.334300000000000,187.115600999999998,0.220700000000000,254.580994000000004,0.700400000000000,277.357696999999973,0.395800000000000,246.215302000000008,0.109100000000000,244.066802999999993
-18852.4048070297,7860432.29660729,STANLEY REEF,-19.283333333333299,148.066666666667004,0.016700000000000,119.430000000000007,0.163300000000000,155.229996000000000,0.104500000000000,186.740004999999996,0.351800000000000,191.059998000000007,0.201100000000000,263.459991000000002,0.647500000000000,291.589995999999985,0.316800000000000,256.019989000000010,0.084300000000000,253.639998999999989
95775.537851097,7839308.91939902,KENNEDY REEF,-19.500000000000000,149.150000000000006,0.037200000000000,123.620002999999997,0.148500000000000,161.600006000000008,0.091200000000000,179.610001000000011,0.307200000000000,183.929992999999996,0.136500000000000,257.200012000000015,0.661800000000000,284.049987999999985,0.275900000000000,258.839995999999985,0.073400000000000,256.459991000000002
167823.753417853,7827853.45395321,UNNAMED REEF No. 2,-19.616666666666699,149.833333333333002,0.029300000000000,116.680000000000007,0.150500000000000,144.759995000000004,0.092800000000000,177.630005000000011,0.310600000000000,180.330002000000007,0.181900000000000,250.580002000000007,0.592800000000000,276.040008999999998,0.279500000000000,252.250000000000000,0.074300000000000,248.039993000000010
-11784.3459262396,7797699.24904052,ABBOT POINT,-19.850000000000001,148.116666666666987,0.031400000000000,127.580200000000005,0.168700000000000,152.853896999999989,0.100500000000000,184.959503000000012,0.339700000000000,189.533096000000000,0.206500000000000,272.228393999999980,0.702300000000000,297.231689000000017,0.313600000000000,263.837708000000021,0.086200000000000,263.166290000000004
2738.34347474226,7779607.56071037,BOWEN,-20.016666666666701,148.250000000000000,0.030800000000000,126.599997999999999,0.170600000000000,153.600006000000008,0.101000000000000,186.300003000000004,0.346900000000000,190.300003000000004,0.209200000000000,275.299987999999985,0.758800000000000,302.500000000000000,0.314600000000000,271.200012000000015,0.087700000000000,271.500000000000000
