Node,Degree Centrality,Network Centralisation,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,Harmonic Centrality,Clustering Coefficient,Graph Density,Rich Club Coefficient,Transitivity,Local Efficiency
0,1.7318435754189945,0.0012725970131667675,0.8325581395348837,0.0008221532131684996,0.0692300401652986,161.0,0.9917960088691796,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
1,1.7039106145251397,0.0012725970131667675,0.817351598173516,0.0007609992780675782,0.06703138032579194,159.0,0.9916205297022296,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
2,1.6648044692737431,0.0012725970131667675,0.7427385892116183,0.001460813853437901,0.056086071569910086,148.0,0.9737618479693679,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
3,1.5977653631284916,0.0012725970131667675,0.7047244094488189,0.0011537264157142964,0.05014207186028409,141.83333333333331,0.9737618479693679,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
4,1.6145251396648046,0.0012725970131667675,0.7131474103585658,0.001253401861829303,0.05178296816500947,143.33333333333331,0.9737618479693679,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
5,1.6368715083798884,0.0012725970131667675,0.7276422764227642,0.0013346776611894368,0.053707119303127694,145.5,0.9737618479693679,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
6,1.446927374301676,0.0012725970131667675,0.6392857142857142,0.0006114236618362587,0.03674586234037316,129.16666666666666,0.976502311248074,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
7,1.463687150837989,0.0012725970131667675,0.6485507246376812,0.0006013087944156388,0.03816742220407012,130.83333333333331,0.976502311248074,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
8,1.5865921787709498,0.0012725970131667675,0.69921875,0.0011490468605387274,0.049099925010819785,140.83333333333331,0.9737618479693679,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
9,1.5418994413407823,0.0012725970131667675,0.678030303030303,0.0008435290423723683,0.04471990051740134,136.83333333333331,0.9737618479693679,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
10,1.463687150837989,0.0012725970131667675,0.6485507246376812,0.0005933991343035114,0.03817191253845308,130.83333333333331,0.976502311248074,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
11,1.4301675977653632,0.0012725970131667675,0.6325088339222615,0.0004404742095412189,0.03484608693520566,127.66666666666666,0.976502311248074,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
12,1.5307262569832403,0.0012725970131667675,0.678030303030303,0.0008651706083970133,0.044694421572017064,136.83333333333331,0.976502311248074,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
13,1.4972067039106145,0.0012725970131667675,0.662962962962963,0.0007089066524552912,0.04140113417445492,133.83333333333331,0.976502311248074,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
14,1.5027932960893855,0.0012725970131667675,0.6654275092936803,0.0007234525161616774,0.04195025011643877,134.33333333333331,0.976502311248074,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
15,1.4748603351955307,0.0012725970131667675,0.6580882352941176,0.0007016610056059798,0.04030037314294746,132.83333333333331,0.977799671592775,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
16,1.452513966480447,0.0012725970131667675,0.6485507246376812,0.0005784463074207406,0.03811134148965982,130.83333333333331,0.977799671592775,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
17,1.4357541899441342,0.0012725970131667675,0.6392857142857142,0.000506886782199361,0.03647646904524126,129.16666666666666,0.977799671592775,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
18,1.4357541899441342,0.0012725970131667675,0.6415770609318996,0.0005159866668384124,0.036466935443973066,129.33333333333331,0.977799671592775,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
19,1.3966480446927374,0.0012725970131667675,0.6236933797909407,0.0004203261383625476,0.03267457393033622,125.66666666666666,0.977799671592775,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
20,1.3910614525139666,0.0012725970131667675,0.6172413793103448,0.0003351839024532897,0.031037187366572214,124.16666666666666,0.976502311248074,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
21,1.4189944134078212,0.0012725970131667675,0.6280701754385964,0.00041859943373149584,0.03377786410938347,126.66666666666666,0.976502311248074,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
22,1.5251396648044693,0.0012725970131667675,0.6911196911196911,0.0009733939868510159,0.046682717178730904,139.0,0.9784441724466204,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
23,1.5195530726256983,0.0012725970131667675,0.6884615384615385,0.000999567704876766,0.046205613019748196,138.5,0.9784441724466204,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
24,1.5754189944134078,0.0012725970131667675,0.716,0.0012516337711343819,0.05165350608026043,143.5,0.9784441724466204,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
25,0.9329608938547487,0.0012725970131667675,0.5424242424242425,0.0006162626603525835,0.009363844236715999,106.5,0.9778668525618682,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
26,1.0167597765363128,0.0012725970131667675,0.5424242424242425,0.0002750823367077925,0.009727274105476061,106.5,0.9778515258639348,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
27,0.9162011173184358,0.0012725970131667675,0.5440729483282675,0.0005950274413947735,0.00986864064751356,107.0,0.9787774351532741,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
28,0.9385474860335196,0.0012725970131667675,0.5559006211180124,5.510098141036737e-05,0.014937926563875006,110.16666666666666,0.9795807453416149,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
29,1.111731843575419,0.0012725970131667675,0.5700636942675159,0.0001243132829749674,0.018940840943523905,114.16666666666666,0.9750256805341551,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
30,1.8100558659217878,0.0012725970131667675,0.8483412322274881,0.001691959451490072,0.0703944920086479,163.0,0.9746080111724751,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
31,1.8547486033519553,0.0012725970131667675,0.9728260869565217,0.0007302124308892039,0.08249207418135555,176.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
32,1.8547486033519553,0.0012725970131667675,0.9728260869565217,0.0007502606962065076,0.08249207418135555,176.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
33,1.916201117318436,0.0012725970131667675,0.9728260869565217,0.0012872146571722397,0.08249207418135555,176.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
34,1.8938547486033521,0.0012725970131667675,0.9728260869565217,0.0010069923052498273,0.08249207418135555,176.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
35,1.899441340782123,0.0012725970131667675,0.9781420765027322,0.0010920306861528632,0.08302828319407439,177.0,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
36,1.9273743016759777,0.0012725970131667675,0.9728260869565217,0.0013940952822234013,0.08249207418135555,176.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
37,1.8826815642458101,0.0012725970131667675,0.9728260869565217,0.0009365780598193152,0.08249207418135555,176.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
38,1.8826815642458101,0.0012725970131667675,0.9322916666666666,0.0011014403268811948,0.07841303302342376,172.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
39,1.8770949720670391,0.0012725970131667675,0.9322916666666666,0.0010842190909251793,0.07841303302342376,172.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
40,1.8491620111731844,0.0012725970131667675,0.9040404040404041,0.0010135266873133877,0.0752106047459434,169.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
41,1.8659217877094973,0.0012725970131667675,0.9179487179487179,0.0010549139053666978,0.07714659991076754,171.0,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9870266914959652
