Node,Degree Centrality,Network Centralisation,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,Harmonic Centrality,Clustering Coefficient,Graph Density,Rich Club Coefficient,Transitivity,Local Efficiency
59,0.07500000000000001,0.0016416139240506332,0.07232142857142858,0.0004746835443037975,0.01721745414036591,7.566666666666666,0.16666666666666666,0.010956790123456791,"{0: 0.04499274310595065, 1: 0.0960591133004926, 2: 0.1286549707602339, 3: 0.19444444444444445, 4: 0.4, 5: 0.3333333333333333, 6: 0.0}",0.125,0.08570987654320998
60,0.0,0.0016416139240506332,0.0,0.0,2.8796510751011556e-147,0.0,0.0,0.010956790123456791,"{0: 0.04499274310595065, 1: 0.0960591133004926, 2: 0.1286549707602339, 3: 0.19444444444444445, 4: 0.4, 5: 0.3333333333333333, 6: 0.0}",0.125,0.08570987654320998
61,0.0125,0.0016416139240506332,0.016666666666666666,0.0,2.1432749197752287e-09,1.5,0.0,0.010956790123456791,"{0: 0.04499274310595065, 1: 0.0960591133004926, 2: 0.1286549707602339, 3: 0.19444444444444445, 4: 0.4, 5: 0.3333333333333333, 6: 0.0}",0.125,0.08570987654320998
62,0.0125,0.0016416139240506332,0.016666666666666666,0.0,2.1432749197752287e-09,1.5,0.0,0.010956790123456791,"{0: 0.04499274310595065, 1: 0.0960591133004926, 2: 0.1286549707602339, 3: 0.19444444444444445, 4: 0.4, 5: 0.3333333333333333, 6: 0.0}",0.125,0.08570987654320998
63,0.05,0.0016416139240506332,0.0,0.0,2.1432749197752287e-09,0.0,0.0,0.010956790123456791,"{0: 0.04499274310595065, 1: 0.0960591133004926, 2: 0.1286549707602339, 3: 0.19444444444444445, 4: 0.4, 5: 0.3333333333333333, 6: 0.0}",0.125,0.08570987654320998
64,0.037500000000000006,0.0016416139240506332,0.0125,0.00031645569620253165,2.1432749197752287e-09,1.0,0.0,0.010956790123456791,"{0: 0.04499274310595065, 1: 0.0960591133004926, 2: 0.1286549707602339, 3: 0.19444444444444445, 4: 0.4, 5: 0.3333333333333333, 6: 0.0}",0.125,0.08570987654320998
65,0.1125,0.0016416139240506332,0.1166044776119403,0.0,0.9997014163574967,12.899999999999999,0.047619047619047616,0.010956790123456791,"{0: 0.04499274310595065, 1: 0.0960591133004926, 2: 0.1286549707602339, 3: 0.19444444444444445, 4: 0.4, 5: 0.3333333333333333, 6: 0.0}",0.125,0.08570987654320998
66,0.0,0.0016416139240506332,0.0,0.0,2.8796510751011556e-147,0.0,0.0,0.010956790123456791,"{0: 0.04499274310595065, 1: 0.0960591133004926, 2: 0.1286549707602339, 3: 0.19444444444444445, 4: 0.4, 5: 0.3333333333333333, 6: 0.0}",0.125,0.08570987654320998
67,0.0125,0.0016416139240506332,0.0,0.0,2.8796510751011556e-147,0.0,0.0,0.010956790123456791,"{0: 0.04499274310595065, 1: 0.0960591133004926, 2: 0.1286549707602339, 3: 0.19444444444444445, 4: 0.4, 5: 0.3333333333333333, 6: 0.0}",0.125,0.08570987654320998
68,0.037500000000000006,0.0016416139240506332,0.0,0.0,2.8796510751011556e-147,0.0,1.0,0.010956790123456791,"{0: 0.04499274310595065, 1: 0.0960591133004926, 2: 0.1286549707602339, 3: 0.19444444444444445, 4: 0.4, 5: 0.3333333333333333, 6: 0.0}",0.125,0.08570987654320998
